segment_id,time_interval,name,link
XEfwX60JgE0_10000,"[(3.401, 10.0)]",['Caralarm'],['youtu.be/XEfwX60JgE0']
XF0eSilF-gY_30000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/XF0eSilF-gY']
XGEr_zZp0ac_0,"[(0.793, 1.578)]",['Tiresqueal'],['youtu.be/XGEr_zZp0ac']
XHD0sLHWEUU_30000,"[(0.0, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/XHD0sLHWEUU']
XHSrnVLKfl8_0,"[(0.0, 10.0)]",['Bus'],['youtu.be/XHSrnVLKfl8']
XI3sBU7c6x0_160000,"[(0.103, 0.56), (0.744, 3.748), (6.988, 7.497), (7.681, 10.0)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/XI3sBU7c6x0']
XJXNxIHuAPg_110000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XJXNxIHuAPg']
XJgxaa1Scxs_4000,"[(0.0, 9.189)]",['Trafficnoise_roadwaynoise'],['youtu.be/XJgxaa1Scxs']
XK1-_kQaeRc_80000,"[(3.962, 5.891)]",['Vehiclehorn_carhorn_honking'],['youtu.be/XK1-_kQaeRc']
XKCTdAgj5Xg_20000,"[(0.0, 1.914), (2.012, 6.927), (7.828, 10.0)]","['Motorboat_speedboat', 'Motorboat_speedboat', 'Motorboat_speedboat']",['youtu.be/XKCTdAgj5Xg']
XKp4HCxVmaI_17000,"[(0.49, 1.046), (2.276, 3.022), (3.98, 4.734), (5.436, 6.424)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/XKp4HCxVmaI']
XKxrIkRfNo0_80000,"[(1.71, 2.309), (6.802, 8.116)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/XKxrIkRfNo0']
XLvYHaSBmL8_20000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XLvYHaSBmL8']
XM8JUCE3ecM_0,"[(0.063, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XM8JUCE3ecM']
XMMPwwgDaX0_30000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/XMMPwwgDaX0']
XMTfiUKHkRs_170000,"[(3.716, 4.158)]",['Vehiclehorn_carhorn_honking'],['youtu.be/XMTfiUKHkRs']
XMa_M7MThrE_10000,"[(3.184, 8.799), (8.771, 10.0)]","['Racecar_autoracing', 'Mediumengine(midfrequency)']",['youtu.be/XMa_M7MThrE']
XNaZuCsGKwU_30000,"[(6.194, 9.005)]",['Trainwheelssquealing'],['youtu.be/XNaZuCsGKwU']
XNdkwack8bU_290000,"[(0.0, 5.052), (5.052, 9.091)]","['Trafficnoise_roadwaynoise', 'Racecar_autoracing']",['youtu.be/XNdkwack8bU']
XNxz3cMZF40_70000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XNxz3cMZF40']
XOB2-vN6ZK8_70000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/XOB2-vN6ZK8']
XOvnc9II18M_30000,"[(0.0, 10.0), (1.675, 2.134), (2.286, 2.478), (2.567, 2.931)]","['Mediumengine(midfrequency)', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/XOvnc9II18M']
XQl9q88l95M_30000,"[(1.28, 2.206), (2.314, 4.963), (5.102, 7.392), (8.038, 8.724)]","['Airhorn_truckhorn', 'Airhorn_truckhorn', 'Airhorn_truckhorn', 'Airhorn_truckhorn']",['youtu.be/XQl9q88l95M']
XQxdQBggiPA_250000,"[(0.0, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/XQxdQBggiPA']
XStvt_6G908_18000,"[(0.0, 9.098)]",['Heavyengine(lowfrequency)'],['youtu.be/XStvt_6G908']
XTSvsIhiFnY_30000,"[(0.0, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/XTSvsIhiFnY']
XUHI2P0GB7c_20000,"[(3.436, 5.223)]",['Vehiclehorn_carhorn_honking'],['youtu.be/XUHI2P0GB7c']
XUSql-UAnrU_30000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/XUSql-UAnrU']
XUswrl7ZPjk_30000,"[(3.858, 6.535), (6.543, 10.0)]","['Trafficnoise_roadwaynoise', 'Carpassingby']",['youtu.be/XUswrl7ZPjk']
XVTpMOWzWUc_240000,"[(0.0, 10.0)]",['Railroadcar_trainwagon'],['youtu.be/XVTpMOWzWUc']
XVllJaUfBV4_80000,"[(8.333, 8.835)]",['Vehiclehorn_carhorn_honking'],['youtu.be/XVllJaUfBV4']
XWlKRXnfqPk_100000,"[(0.0, 10.0)]",['Fixed-wingaircraft_airplane'],['youtu.be/XWlKRXnfqPk']
XWw7ZM1c_QA_30000,"[(2.454, 2.981)]",['Vehiclehorn_carhorn_honking'],['youtu.be/XWw7ZM1c_QA']
XY-Iu9Txt8c_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XY-Iu9Txt8c']
XYJAxKCDvM8_30000,"[(2.807, 3.52)]",['Vehiclehorn_carhorn_honking'],['youtu.be/XYJAxKCDvM8']
XYVTpdBUuFw_190000,"[(0.0, 10.0)]",['Trainwheelssquealing'],['youtu.be/XYVTpdBUuFw']
XZH02dQfCiQ_30000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/XZH02dQfCiQ']
XZOVdtkUkx4_200000,"[(9.433, 10.0)]",['Trainwheelssquealing'],['youtu.be/XZOVdtkUkx4']
XZaVLcH9DuY_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XZaVLcH9DuY']
XZqcZa58CGs_12000,"[(0.0, 9.055)]",['Mediumengine(midfrequency)'],['youtu.be/XZqcZa58CGs']
X_S8kWs1y_Q_40000,"[(0.0, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/X_S8kWs1y_Q']
XaiTmHzNon4_11000,"[(0.0, 9.921)]",['Mediumengine(midfrequency)'],['youtu.be/XaiTmHzNon4']
XbFkif-MXJI_29000,"[(0.0, 9.081)]",['Motorcycle'],['youtu.be/XbFkif-MXJI']
Xc7pgXI84hU_50000,"[(0.0, 10.0)]",['Fixed-wingaircraft_airplane'],['youtu.be/Xc7pgXI84hU']
XcmqTECRRMI_22000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/XcmqTECRRMI']
Xczr6YvNStA_30000,"[(0.819, 10.0)]",['Motorcycle'],['youtu.be/Xczr6YvNStA']
Xd0eQr96y_I_60000,"[(8.37, 10.0)]",['Helicopter'],['youtu.be/Xd0eQr96y_I']
XeUrWvnUg_A_40000,"[(0.0, 0.805)]",['Vehiclehorn_carhorn_honking'],['youtu.be/XeUrWvnUg_A']
XegbFcqiWFc_80000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/XegbFcqiWFc']
XfWL136YZyY_330000,"[(8.114, 8.452)]",['Vehiclehorn_carhorn_honking'],['youtu.be/XfWL136YZyY']
Xfto8DnGdc0_40000,"[(4.567, 6.024), (6.67, 7.351)]","['Tiresqueal', 'Tiresqueal']",['youtu.be/Xfto8DnGdc0']
XgvmNbsv2CY_180000,"[(0.0, 7.698)]",['Motorcycle'],['youtu.be/XgvmNbsv2CY']
XiVErvmiO_M_50000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XiVErvmiO_M']
XigwPV3U0uQ_40000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/XigwPV3U0uQ']
Xiw3AyZbHj0_30000,"[(0.26, 0.441)]",['Vehiclehorn_carhorn_honking'],['youtu.be/Xiw3AyZbHj0']
Xk0p8PXM0nk_24000,"[(8.668, 9.205)]",['Caralarm'],['youtu.be/Xk0p8PXM0nk']
XlQzPNt0M2k_270000,"[(5.362, 5.646)]",['Airbrake'],['youtu.be/XlQzPNt0M2k']
Xm0LegZNUOQ_250000,"[(4.828, 6.938)]",['Carpassingby'],['youtu.be/Xm0LegZNUOQ']
XmM-TChcjXA_24000,"[(0.0, 9.254)]",['Mediumengine(midfrequency)'],['youtu.be/XmM-TChcjXA']
Xmc_iB6L6J0_10000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/Xmc_iB6L6J0']
XmgJJjZNw4Q_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XmgJJjZNw4Q']
XmuBPo8U6qY_0,"[(0.062, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/XmuBPo8U6qY']
Xn60McoB5Bw_300000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/Xn60McoB5Bw']
XoQobHJH8mo_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/XoQobHJH8mo']
Xpeg_na0x7g_80000,"[(0.737, 2.759)]",['Caralarm'],['youtu.be/Xpeg_na0x7g']
XphUVC7bLzc_70000,"[(0.0, 0.685), (1.874, 2.283), (2.409, 3.205), (3.693, 4.213), (4.409, 4.591), (5.0, 5.85), (5.984, 6.646), (6.945, 7.346), (7.496, 9.543)]","['Tiresqueal', 'Tiresqueal', 'Tiresqueal', 'Tiresqueal', 'Tiresqueal', 'Tiresqueal', 'Tiresqueal', 'Tiresqueal', 'Tiresqueal']",['youtu.be/XphUVC7bLzc']
XqCpoQQCPGo_170000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/XqCpoQQCPGo']
XqlLeAkRu6o_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XqlLeAkRu6o']
XrnieN9jz_o_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XrnieN9jz_o']
XsBhAMITDCQ_30000,"[(0.0, 0.655), (0.0, 10.0), (0.363, 1.817), (1.07, 1.646), (1.809, 2.54), (2.215, 2.719), (2.93, 3.466), (3.628, 4.36), (4.059, 4.847), (4.782, 5.286), (5.399, 6.334), (5.936, 6.455), (6.618, 7.146), (7.317, 8.023), (7.763, 9.161), (8.486, 8.99), (9.161, 9.916), (9.64, 10.0)]","['Vehiclehorn_carhorn_honking', 'Trafficnoise_roadwaynoise', 'Caralarm', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Caralarm', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Caralarm', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Caralarm', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Caralarm', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Caralarm']",['youtu.be/XsBhAMITDCQ']
XspazHCZqIk_30000,"[(0.0, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/XspazHCZqIk']
Xt-eQlv28Nw_20000,"[(0.0, 10.0), (1.559, 3.268), (4.543, 6.449), (7.858, 10.0)]","['Trafficnoise_roadwaynoise', 'Carpassingby', 'Carpassingby', 'Carpassingby']",['youtu.be/Xt-eQlv28Nw']
XtKcOlMLZ7Q_0,"[(0.685, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XtKcOlMLZ7Q']
XtWWEt3re-g_180000,"[(1.82, 1.936), (2.068, 2.173), (2.322, 2.432), (5.626, 10.0)]","['Caralarm', 'Caralarm', 'Caralarm', 'Caralarm']",['youtu.be/XtWWEt3re-g']
XtXyYJ6GHiI_0,"[(0.055, 6.78), (1.957, 3.181), (3.815, 4.948), (5.567, 6.78)]","['Mediumengine(midfrequency)', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/XtXyYJ6GHiI']
Xu3kkWzODh0_70000,"[(0.0, 10.0)]",['Fixed-wingaircraft_airplane'],['youtu.be/Xu3kkWzODh0']
XuQ8D-IiCe8_60000,"[(0.0, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/XuQ8D-IiCe8']
XupWiXUJk2U_22000,"[(0.014, 9.068)]",['Mediumengine(midfrequency)'],['youtu.be/XupWiXUJk2U']
XuxIcBeir7s_40000,"[(1.581, 2.109)]",['Tiresqueal'],['youtu.be/XuxIcBeir7s']
Xv9dwDAfTyI_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/Xv9dwDAfTyI']
XvPAGmQ2n2o_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XvPAGmQ2n2o']
XvkNVd4uSrE_20000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/XvkNVd4uSrE']
XvuoIqLqMng_210000,"[(9.185, 10.0)]",['Trainwheelssquealing'],['youtu.be/XvuoIqLqMng']
XwK4iKEo3Bc_70000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/XwK4iKEo3Bc']
Xwko17DbQok_30000,"[(6.748, 7.551)]",['Tiresqueal'],['youtu.be/Xwko17DbQok']
Xx4MhAIpQpM_130000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/Xx4MhAIpQpM']
XxFE1yoO-j0_100000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/XxFE1yoO-j0']
XxStRdN0aBk_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XxStRdN0aBk']
Xy33HXzHAJs_10000,"[(0.0, 10.0), (6.525, 6.789), (6.984, 7.282)]","['Trafficnoise_roadwaynoise', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/Xy33HXzHAJs']
Xy70pc5tyOs_20000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/Xy70pc5tyOs']
XyQWsoYFCi8_30000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/XyQWsoYFCi8']
XyXBRaeffrM_10000,"[(7.632, 8.457)]",['Tiresqueal'],['youtu.be/XyXBRaeffrM']
XyfAaFMO7IM_520000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/XyfAaFMO7IM']
Xz4YkmMXyxc_150000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/Xz4YkmMXyxc']
XzJpUt_1a68_30000,"[(8.522, 10.0)]",['Vehiclehorn_carhorn_honking'],['youtu.be/XzJpUt_1a68']
XzqX_AJweKQ_220000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/XzqX_AJweKQ']
Y-NQRl25Clk_50000,"[(3.726, 5.0)]",['Tiresqueal'],['youtu.be/Y-NQRl25Clk']
Y1OSVy9ZW1E_110000,"[(0.0, 10.0)]",['Fixed-wingaircraft_airplane'],['youtu.be/Y1OSVy9ZW1E']
Y1qoE4r1Gf8_40000,"[(2.827, 3.024), (8.583, 10.0)]","['Vehiclehorn_carhorn_honking', 'Tiresqueal']",['youtu.be/Y1qoE4r1Gf8']
Y20o0orMzuk_340000,"[(0.0, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/Y20o0orMzuk']
Y22TJPOPpP0_10000,"[(8.696, 9.15), (9.697, 10.0)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/Y22TJPOPpP0']
Y23Xb4cO12Y_50000,"[(6.705, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/Y23Xb4cO12Y']
Y2N5TsgEk3o_30000,"[(0.0, 10.0)]",['Fixed-wingaircraft_airplane'],['youtu.be/Y2N5TsgEk3o']
Y2nlAhkYjp4_140000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/Y2nlAhkYjp4']
Y3AktRKHqgw_10000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/Y3AktRKHqgw']
Y3VCWfvlujU_30000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/Y3VCWfvlujU']
Y3Z963TSuWY_30000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/Y3Z963TSuWY']
Y3shTUcqObg_30000,"[(6.082, 6.634)]",['Vehiclehorn_carhorn_honking'],['youtu.be/Y3shTUcqObg']
Y4VHIsoMcRw_210000,"[(0.0, 10.0)]",['Fixed-wingaircraft_airplane'],['youtu.be/Y4VHIsoMcRw']
Y5HE2bm0wB0_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/Y5HE2bm0wB0']
Y5KpFlKd6_g_30000,"[(0.0, 10.0)]",['Bus'],['youtu.be/Y5KpFlKd6_g']
Y5mgaETWnhM_10000,"[(0.0, 8.994)]",['Heavyengine(lowfrequency)'],['youtu.be/Y5mgaETWnhM']
Y5rssRAztIQ_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/Y5rssRAztIQ']
Y7-Hu63dIYg_120000,"[(0.0, 10.0)]",['Lightengine(highfrequency)'],['youtu.be/Y7-Hu63dIYg']
Y7AkpmVP2RM_70000,"[(1.235, 2.913), (5.289, 7.063), (7.257, 7.665)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/Y7AkpmVP2RM']
Y8ZWA6cZOmY_10000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/Y8ZWA6cZOmY']
Y9zkuIrV4Vg_80000,"[(9.23, 9.53)]",['Trafficnoise_roadwaynoise'],['youtu.be/Y9zkuIrV4Vg']
YA_XiL14HZA_18000,"[(0.0, 9.919)]",['Mediumengine(midfrequency)'],['youtu.be/YA_XiL14HZA']
YAqoMxUbghk_420000,"[(1.712, 3.04), (8.558, 10.0)]","['Trainwheelssquealing', 'Trainwheelssquealing']",['youtu.be/YAqoMxUbghk']
YB7_horpUGQ_30000,"[(0.0, 2.899), (0.0, 10.0), (3.208, 8.734)]","['Caralarm', 'Mediumengine(midfrequency)', 'Caralarm']",['youtu.be/YB7_horpUGQ']
YBNiUUzLJDw_270000,"[(0.0, 10.0)]",['Trainwheelssquealing'],['youtu.be/YBNiUUzLJDw']
YBuKI4R0OrQ_23000,"[(0.0, 9.408)]",['Heavyengine(lowfrequency)'],['youtu.be/YBuKI4R0OrQ']
YCY-kAbuims_570000,"[(0.0, 1.764)]",['Heavyengine(lowfrequency)'],['youtu.be/YCY-kAbuims']
YD9cNVfwnpA_30000,"[(0.0, 10.0)]",['Bus'],['youtu.be/YD9cNVfwnpA']
YDGf-razgyU_250000,"[(2.028, 2.692), (3.767, 4.161), (5.621, 6.32), (6.617, 8.103)]","['Trainwheelssquealing', 'Trainwheelssquealing', 'Trainwheelssquealing', 'Trainwheelssquealing']",['youtu.be/YDGf-razgyU']
YDKKnOS0ngc_20000,"[(5.489, 5.894), (6.285, 7.416), (7.751, 7.989), (9.441, 9.665)]","['Trainwheelssquealing', 'Trainwheelssquealing', 'Trainwheelssquealing', 'Trainwheelssquealing']",['youtu.be/YDKKnOS0ngc']
YDZXsENBg5g_400000,"[(7.378, 9.559)]",['Carpassingby'],['youtu.be/YDZXsENBg5g']
YEOfplgpLOU_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/YEOfplgpLOU']
YEP8iCqmYig_320000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/YEP8iCqmYig']
YEhin7ROdyo_30000,"[(0.0, 10.0)]",['Bus'],['youtu.be/YEhin7ROdyo']
YEjvbuBzi78_0,"[(0.033, 8.824)]",['Motorcycle'],['youtu.be/YEjvbuBzi78']
YFG-stBRqvg_20000,"[(4.72, 8.206), (8.392, 8.786)]","['Trainwheelssquealing', 'Trainwheelssquealing']",['youtu.be/YFG-stBRqvg']
YFZmaJwpsKg_30000,"[(3.952, 5.42)]",['Tiresqueal'],['youtu.be/YFZmaJwpsKg']
YFdnwI2wYkM_40000,"[(4.815, 5.269)]",['Vehiclehorn_carhorn_honking'],['youtu.be/YFdnwI2wYkM']
YFogEjQcm2Y_0,"[(0.68, 2.426), (2.572, 3.572), (3.734, 4.75), (5.034, 6.269), (6.529, 9.477), (9.648, 10.0)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/YFogEjQcm2Y']
YGYBFi9aXZw_0,"[(1.851, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/YGYBFi9aXZw']
YGaqRryA1nY_30000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/YGaqRryA1nY']
YGszOTx7Iqg_10000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/YGszOTx7Iqg']
YIi4Oi1gxIA_21000,"[(2.169, 9.0)]",['Mediumengine(midfrequency)'],['youtu.be/YIi4Oi1gxIA']
YJC1bVagyrI_30000,"[(0.0, 1.091)]",['Tiresqueal'],['youtu.be/YJC1bVagyrI']
YJefgCSQkds_310000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/YJefgCSQkds']
YJjB9nCvIg8_580000,"[(0.753, 7.901)]",['Trainwheelssquealing'],['youtu.be/YJjB9nCvIg8']
YJwWbqb3ifM_90000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/YJwWbqb3ifM']
YKKcB5eosUM_20000,"[(0.0, 10.0), (2.193, 2.854), (2.241, 2.83), (3.009, 10.0), (3.538, 3.956), (4.188, 4.71)]","['Railroadcar_trainwagon', 'Trainwheelssquealing', 'Trainwheelssquealing', 'Trainwheelssquealing', 'Trainwheelssquealing', 'Trainwheelssquealing']",['youtu.be/YKKcB5eosUM']
YLCSWudT5bU_30000,"[(2.78, 4.189)]",['Vehiclehorn_carhorn_honking'],['youtu.be/YLCSWudT5bU']
YLMzhs4BEHI_10000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/YLMzhs4BEHI']
YLQo8Wbe6s4_10000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/YLQo8Wbe6s4']
YLRBJJW-x9M_0,"[(7.093, 9.98)]",['Trainwheelssquealing'],['youtu.be/YLRBJJW-x9M']
YNHxiBcWIA4_190000,"[(0.0, 10.0)]",['Railroadcar_trainwagon'],['youtu.be/YNHxiBcWIA4']
YNzwFO_Yv64_50000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/YNzwFO_Yv64']
YOBYsd4XXz8_30000,"[(0.0, 10.0)]",['Bus'],['youtu.be/YOBYsd4XXz8']
YOr6qhRRLXk_30000,"[(0.0, 10.0), (0.517, 0.98), (6.03, 6.434), (6.959, 7.311)]","['Mediumengine(midfrequency)', 'Caralarm', 'Caralarm', 'Caralarm']",['youtu.be/YOr6qhRRLXk']
YP9Cn9MIKe8_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/YP9Cn9MIKe8']
YRS0I6WrjOs_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/YRS0I6WrjOs']
YRxhBnOHh5g_150000,"[(0.0, 0.587), (0.896, 2.183)]","['Airhorn_truckhorn', 'Airhorn_truckhorn']",['youtu.be/YRxhBnOHh5g']
YT7qvQiwwUY_30000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/YT7qvQiwwUY']
YTf4B_HWkCs_50000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/YTf4B_HWkCs']
YVt4AMfsdfQ_520000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/YVt4AMfsdfQ']
YWX5sZw0Zf4_30000,"[(0.0, 10.0), (1.882, 2.85), (6.031, 6.921)]","['Trafficnoise_roadwaynoise', 'Airhorn_truckhorn', 'Airhorn_truckhorn']",['youtu.be/YWX5sZw0Zf4']
YWq1GG9CG5M_0,"[(0.077, 10.0), (0.102, 1.716), (2.356, 7.849), (4.315, 5.286), (8.131, 8.515), (9.129, 10.0)]","['Trafficnoise_roadwaynoise', 'Tiresqueal', 'Tiresqueal', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Tiresqueal']",['youtu.be/YWq1GG9CG5M']
YX8F7MS2GFM_10000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/YX8F7MS2GFM']
YXDIdsMSw8E_90000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/YXDIdsMSw8E']
YYo55Wy1X6M_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/YYo55Wy1X6M']
YZ5oYz6uufU_30000,"[(6.525, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/YZ5oYz6uufU']
YZO_0O_ugpA_20000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/YZO_0O_ugpA']
Y_RMoy6DESo_0,"[(0.047, 8.677), (9.378, 10.0)]","['Trafficnoise_roadwaynoise', 'Trafficnoise_roadwaynoise']",['youtu.be/Y_RMoy6DESo']
Y_YF2-a_jpE_40000,"[(0.0, 2.171), (2.278, 7.343), (7.536, 10.0)]","['Mediumengine(midfrequency)', 'Mediumengine(midfrequency)', 'Mediumengine(midfrequency)']",['youtu.be/Y_YF2-a_jpE']
Y_e-1MYPEP8_1000,"[(2.081, 2.346), (3.115, 3.547), (4.413, 4.651)]","['Tiresqueal', 'Tiresqueal', 'Tiresqueal']",['youtu.be/Y_e-1MYPEP8']
Y_kHqjZ-v1k_70000,"[(0.0, 10.0)]",['Lightengine(highfrequency)'],['youtu.be/Y_kHqjZ-v1k']
Y_lWRV_VV1I_160000,"[(0.645, 5.676), (5.903, 7.282), (7.715, 8.113)]","['Tiresqueal', 'Tiresqueal', 'Tiresqueal']",['youtu.be/Y_lWRV_VV1I']
YbKlowcsq58_90000,"[(3.827, 4.651)]",['Vehiclehorn_carhorn_honking'],['youtu.be/YbKlowcsq58']
YbOxIMD5pzY_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/YbOxIMD5pzY']
YcB1-jOT1bI_210000,"[(0.0, 10.0), (0.0, 10.0)]","['Motorboat_speedboat', 'Helicopter']",['youtu.be/YcB1-jOT1bI']
YdDP8sK6naU_30000,"[(3.478, 10.0)]",['Lightengine(highfrequency)'],['youtu.be/YdDP8sK6naU']
YdT8xulByqE_23000,"[(0.0, 9.804)]",['Motorcycle'],['youtu.be/YdT8xulByqE']
Yf1ZCPjMMMI_40000,"[(0.0, 10.0), (4.361, 10.0)]","['Motorcycle', 'Tiresqueal']",['youtu.be/Yf1ZCPjMMMI']
Yfi9a_yPdxk_11000,"[(0.0, 9.976)]",['Trafficnoise_roadwaynoise'],['youtu.be/Yfi9a_yPdxk']
Yfzd4GWdHFk_210000,"[(1.625, 10.0)]",['Trainwheelssquealing'],['youtu.be/Yfzd4GWdHFk']
YgUR2jIDEv4_0,"[(0.075, 7.335)]",['Mediumengine(midfrequency)'],['youtu.be/YgUR2jIDEv4']
YgwfVmB7ZPU_70000,"[(0.0, 10.0)]",['Fixed-wingaircraft_airplane'],['youtu.be/YgwfVmB7ZPU']
YhGMKTEg6c4_7000,"[(3.681, 3.845), (4.091, 4.255)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/YhGMKTEg6c4']
Yi8olobOSa8_210000,"[(4.753, 6.261)]",['Tiresqueal'],['youtu.be/Yi8olobOSa8']
YiNSqj8rpMg_50000,"[(0.0, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/YiNSqj8rpMg']
